,season,home_team,away_team,down,game_date,game_half,game_seconds_remaining,play_type,ydstogo,ydsnet
179011,2012,ATL,TB,4.0,2012-12-30,Half1,2173.0,punt,8,17
179018,2012,ATL,TB,4.0,2012-12-30,Half1,1987.0,field_goal,4,22
179025,2012,ATL,TB,4.0,2012-12-30,Half1,1909.0,punt,1,37
179030,2012,ATL,TB,4.0,2012-12-30,Half1,1881.0,punt,8,2
179037,2012,ATL,TB,4.0,2012-12-30,Half1,1805.0,pass,3,-7
179049,2012,ATL,TB,4.0,2012-12-30,Half2,1552.0,field_goal,10,56
179056,2012,ATL,TB,4.0,2012-12-30,Half2,1386.0,punt,4,17
179077,2012,ATL,TB,4.0,2012-12-30,Half2,938.0,punt,1,9
179083,2012,ATL,TB,4.0,2012-12-30,Half2,846.0,punt,15,-5
179087,2012,ATL,TB,4.0,2012-12-30,Half2,754.0,punt,5,5
179091,2012,ATL,TB,4.0,2012-12-30,Half2,696.0,punt,10,0
179101,2012,ATL,TB,4.0,2012-12-30,Half2,427.0,pass,7,52
179110,2012,ATL,TB,4.0,2012-12-30,Half2,237.0,punt,6,15
179117,2012,ATL,TB,4.0,2012-12-30,Half2,127.0,pass,10,14
183048,2013,ATL,LAR,4.0,2013-09-15,Half1,3097.0,punt,3,7
183054,2013,ATL,LAR,4.0,2013-09-15,Half1,2960.0,punt,6,19
183060,2013,ATL,LAR,4.0,2013-09-15,Half1,2826.0,punt,9,18
183074,2013,ATL,LAR,4.0,2013-09-15,Half1,2544.0,run,1,48
183087,2013,ATL,LAR,4.0,2013-09-15,Half1,2193.0,field_goal,5,69
183092,2013,ATL,LAR,4.0,2013-09-15,Half1,2103.0,punt,1,9
183098,2013,ATL,LAR,4.0,2013-09-15,Half1,1996.0,punt,10,15
183120,2013,ATL,LAR,4.0,2013-09-15,Half2,1730.0,punt,5,5
183124,2013,ATL,LAR,4.0,2013-09-15,Half2,1611.0,punt,17,-7
183130,2013,ATL,LAR,4.0,2013-09-15,Half2,1496.0,punt,1,24
183136,2013,ATL,LAR,4.0,2013-09-15,Half2,1338.0,punt,5,23
183140,2013,ATL,LAR,4.0,2013-09-15,Half2,1246.0,punt,5,5
183145,2013,ATL,LAR,4.0,2013-09-15,Half2,1112.0,punt,18,-8
183158,2013,ATL,LAR,4.0,2013-09-15,Half2,900.0,punt,11,-1
183193,2013,ATL,LAR,4.0,2013-09-15,Half2,188.0,pass,1,54
183198,2013,ATL,LAR,4.0,2013-09-15,Half2,148.0,no_play,2,70
190992,2013,ATL,NE,4.0,2013-09-29,Half1,3267.0,field_goal,5,75
191001,2013,ATL,NE,4.0,2013-09-29,Half1,3083.0,no_play,6,24
191008,2013,ATL,NE,4.0,2013-09-29,Half1,2941.0,punt,20,-10
191036,2013,ATL,NE,4.0,2013-09-29,Half1,2182.0,pass,2,67
191043,2013,ATL,NE,4.0,2013-09-29,Half1,2007.0,field_goal,8,62
191065,2013,ATL,NE,4.0,2013-09-29,Half2,1689.0,punt,20,-10
191070,2013,ATL,NE,4.0,2013-09-29,Half2,1611.0,punt,7,16
191085,2013,ATL,NE,4.0,2013-09-29,Half2,1229.0,field_goal,4,89
191094,2013,ATL,NE,4.0,2013-09-29,Half2,1022.0,punt,16,27
191112,2013,ATL,NE,4.0,2013-09-29,Half2,717.0,field_goal,14,53
191128,2013,ATL,NE,4.0,2013-09-29,Half2,383.0,field_goal,5,28
191148,2013,ATL,NE,4.0,2013-09-29,Half2,180.0,field_goal,1,45
191155,2013,ATL,NE,4.0,2013-09-29,Half2,114.0,run,1,8
191161,2013,ATL,NE,4.0,2013-09-29,Half2,41.0,pass,7,52
193674,2013,ATL,NYJ,4.0,2013-10-07,Half1,3406.0,punt,5,24
193684,2013,ATL,NYJ,4.0,2013-10-07,Half1,3051.0,field_goal,1,40
193712,2013,ATL,NYJ,4.0,2013-10-07,Half1,2347.0,punt,14,-4
193734,2013,ATL,NYJ,4.0,2013-10-07,Half1,1807.0,no_play,1,75
193741,2013,ATL,NYJ,4.0,2013-10-07,Half2,1705.0,punt,12,-2
193758,2013,ATL,NYJ,4.0,2013-10-07,Half2,1242.0,punt,5,17
193768,2013,ATL,NYJ,4.0,2013-10-07,Half2,945.0,field_goal,13,9
193774,2013,ATL,NYJ,4.0,2013-10-07,Half2,863.0,punt,12,-2
193797,2013,ATL,NYJ,4.0,2013-10-07,Half2,352.0,punt,7,3
193803,2013,ATL,NYJ,4.0,2013-10-07,Half2,255.0,pass,1,49
193807,2013,ATL,NYJ,4.0,2013-10-07,Half2,132.0,no_play,3,60
196663,2013,ATL,TB,4.0,2013-10-20,Half1,3483.0,punt,3,7
196675,2013,ATL,TB,4.0,2013-10-20,Half1,3253.0,punt,1,22
196683,2013,ATL,TB,4.0,2013-10-20,Half1,3078.0,punt,8,22
196692,2013,ATL,TB,4.0,2013-10-20,Half1,2878.0,punt,9,37
196720,2013,ATL,TB,4.0,2013-10-20,Half1,2263.0,field_goal,5,78
196725,2013,ATL,TB,4.0,2013-10-20,Half1,2148.0,punt,11,-1
196746,2013,ATL,TB,4.0,2013-10-20,Half1,1803.0,field_goal,17,63
196751,2013,ATL,TB,4.0,2013-10-20,Half2,1710.0,punt,6,4
196759,2013,ATL,TB,4.0,2013-10-20,Half2,1530.0,run,1,22
196767,2013,ATL,TB,4.0,2013-10-20,Half2,1364.0,punt,7,3
196777,2013,ATL,TB,4.0,2013-10-20,Half2,1083.0,punt,5,26
196796,2013,ATL,TB,4.0,2013-10-20,Half2,641.0,pass,2,51
196802,2013,ATL,TB,4.0,2013-10-20,Half2,463.0,run,2,73
196807,2013,ATL,TB,4.0,2013-10-20,Half2,317.0,no_play,13,55
196809,2013,ATL,TB,4.0,2013-10-20,Half2,304.0,field_goal,23,55
196816,2013,ATL,TB,4.0,2013-10-20,Half2,244.0,punt,10,0
196823,2013,ATL,TB,4.0,2013-10-20,Half2,120.0,field_goal,6,43
203924,2013,ATL,SEA,4.0,2013-11-10,Half1,3525.0,punt,4,6
203935,2013,ATL,SEA,4.0,2013-11-10,Half1,3157.0,field_goal,7,48
203941,2013,ATL,SEA,4.0,2013-11-10,Half1,3054.0,punt,10,20
203950,2013,ATL,SEA,4.0,2013-11-10,Half1,2814.0,punt,16,55
203955,2013,ATL,SEA,4.0,2013-11-10,Half1,2700.0,punt,1,9
203962,2013,ATL,SEA,4.0,2013-11-10,Half1,2518.0,field_goal,6,34
203973,2013,ATL,SEA,4.0,2013-11-10,Half1,2197.0,field_goal,11,45
203982,2013,ATL,SEA,4.0,2013-11-10,Half1,2041.0,punt,1,9
203987,2013,ATL,SEA,4.0,2013-11-10,Half1,1916.0,field_goal,7,49
203994,2013,ATL,SEA,4.0,2013-11-10,Half1,1876.0,punt,4,16
204021,2013,ATL,SEA,4.0,2013-11-10,Half2,1375.0,field_goal,11,45
204037,2013,ATL,SEA,4.0,2013-11-10,Half2,967.0,pass,3,82
204074,2013,ATL,SEA,4.0,2013-11-10,Half2,115.0,punt,11,34
208826,2013,ATL,NO,4.0,2013-11-21,Half1,3492.0,punt,7,3
208863,2013,ATL,NO,4.0,2013-11-21,Half1,2546.0,field_goal,6,59
208887,2013,ATL,NO,4.0,2013-11-21,Half1,1964.0,field_goal,6,74
208892,2013,ATL,NO,4.0,2013-11-21,Half1,1917.0,punt,1,9
208898,2013,ATL,NO,4.0,2013-11-21,Half1,1841.0,punt,10,20
208912,2013,ATL,NO,4.0,2013-11-21,Half2,1622.0,punt,10,11
208917,2013,ATL,NO,4.0,2013-11-21,Half2,1511.0,punt,1,25
208921,2013,ATL,NO,4.0,2013-11-21,Half2,1421.0,punt,2,8
208930,2013,ATL,NO,4.0,2013-11-21,Half2,1182.0,field_goal,6,55
208956,2013,ATL,NO,4.0,2013-11-21,Half2,481.0,punt,13,40
208970,2013,ATL,NO,4.0,2013-11-21,Half2,144.0,field_goal,15,57
208984,2013,ATL,NO,4.0,2013-11-21,Half2,12.0,run,19,20
217102,2013,ATL,WAS,4.0,2013-12-15,Half1,2568.0,punt,13,11
217107,2013,ATL,WAS,4.0,2013-12-15,Half1,2443.0,field_goal,2,12
217117,2013,ATL,WAS,4.0,2013-12-15,Half1,2294.0,punt,4,6
217129,2013,ATL,WAS,4.0,2013-12-15,Half1,2089.0,punt,18,-8
217141,2013,ATL,WAS,4.0,2013-12-15,Half1,1854.0,field_goal,10,53
217155,2013,ATL,WAS,4.0,2013-12-15,Half2,1746.0,punt,5,5
217167,2013,ATL,WAS,4.0,2013-12-15,Half2,1418.0,no_play,1,57
217168,2013,ATL,WAS,4.0,2013-12-15,Half2,1414.0,run,1,57
217176,2013,ATL,WAS,4.0,2013-12-15,Half2,1279.0,punt,6,4
217184,2013,ATL,WAS,4.0,2013-12-15,Half2,1044.0,punt,3,26
217188,2013,ATL,WAS,4.0,2013-12-15,Half2,1015.0,punt,6,4
217193,2013,ATL,WAS,4.0,2013-12-15,Half2,900.0,punt,5,5
217209,2013,ATL,WAS,4.0,2013-12-15,Half2,358.0,punt,9,17
217214,2013,ATL,WAS,4.0,2013-12-15,Half2,211.0,field_goal,4,6
222512,2013,ATL,CAR,4.0,2013-12-29,Half1,3170.0,punt,10,0
222516,2013,ATL,CAR,4.0,2013-12-29,Half1,3073.0,punt,8,2
222523,2013,ATL,CAR,4.0,2013-12-29,Half1,2868.0,punt,9,12
222528,2013,ATL,CAR,4.0,2013-12-29,Half1,2722.0,punt,14,-4
222543,2013,ATL,CAR,4.0,2013-12-29,Half1,2405.0,field_goal,14,31
222558,2013,ATL,CAR,4.0,2013-12-29,Half1,2068.0,punt,6,41
222583,2013,ATL,CAR,4.0,2013-12-29,Half2,1671.0,punt,2,27
222608,2013,ATL,CAR,4.0,2013-12-29,Half2,1050.0,punt,18,-8
222612,2013,ATL,CAR,4.0,2013-12-29,Half2,950.0,punt,6,4
222626,2013,ATL,CAR,4.0,2013-12-29,Half2,558.0,run,1,71
222630,2013,ATL,CAR,4.0,2013-12-29,Half2,434.0,field_goal,10,71
222638,2013,ATL,CAR,4.0,2013-12-29,Half2,211.0,punt,9,16
222642,2013,ATL,CAR,4.0,2013-12-29,Half2,120.0,punt,18,-8
222649,2013,ATL,CAR,4.0,2013-12-29,Half2,88.0,punt,7,3
225405,2014,ATL,NO,4.0,2014-09-07,Half1,3338.0,field_goal,5,67
225411,2014,ATL,NO,4.0,2014-09-07,Half1,3227.0,punt,11,-1
225421,2014,ATL,NO,4.0,2014-09-07,Half1,2984.0,field_goal,10,28
225506,2014,ATL,NO,4.0,2014-09-07,Half2,1339.0,punt,8,23
225511,2014,ATL,NO,4.0,2014-09-07,Half2,1247.0,punt,1,19
225543,2014,ATL,NO,4.0,2014-09-07,Half2,432.0,punt,5,5
225547,2014,ATL,NO,4.0,2014-09-07,Half2,391.0,punt,6,4
225582,2014,ATL,NO,4.0,2014-09-07,Half2,4.0,field_goal,9,47
225589,2014,ATL,NO,4.0,2014-09-07,Overtime,802.0,field_goal,6,4
230957,2014,ATL,TB,4.0,2014-09-18,Half1,3331.0,,4,6
230958,2014,ATL,TB,4.0,2014-09-18,Half1,3315.0,punt,4,6
230995,2014,ATL,TB,4.0,2014-09-18,Half1,2574.0,punt,22,-12
231006,2014,ATL,TB,4.0,2014-09-18,Half1,2245.0,punt,6,4
231012,2014,ATL,TB,4.0,2014-09-18,Half1,2098.0,punt,9,37
231018,2014,ATL,TB,4.0,2014-09-18,Half1,2009.0,punt,10,0
231027,2014,ATL,TB,4.0,2014-09-18,Half1,1892.0,punt,16,5
231050,2014,ATL,TB,4.0,2014-09-18,Half2,1579.0,punt,28,-18
231068,2014,ATL,TB,4.0,2014-09-18,Half2,1207.0,punt,13,12
231084,2014,ATL,TB,4.0,2014-09-18,Half2,821.0,run,1,38
231111,2014,ATL,TB,4.0,2014-09-18,Half2,114.0,no_play,9,29
231112,2014,ATL,TB,4.0,2014-09-18,Half2,114.0,punt,14,29
238965,2014,ATL,CHI,4.0,2014-10-12,Half1,3496.0,punt,8,17
238973,2014,ATL,CHI,4.0,2014-10-12,Half1,3286.0,field_goal,10,32
238982,2014,ATL,CHI,4.0,2014-10-12,Half1,3023.0,punt,5,31
238986,2014,ATL,CHI,4.0,2014-10-12,Half1,2917.0,punt,3,7
238998,2014,ATL,CHI,4.0,2014-10-12,Half1,2691.0,field_goal,3,54
239007,2014,ATL,CHI,4.0,2014-10-12,Half1,2445.0,punt,15,36
239024,2014,ATL,CHI,4.0,2014-10-12,Half1,2056.0,punt,10,19
239040,2014,ATL,CHI,4.0,2014-10-12,Half1,1806.0,field_goal,2,83
239060,2014,ATL,CHI,4.0,2014-10-12,Half2,1483.0,punt,3,7
239070,2014,ATL,CHI,4.0,2014-10-12,Half2,1284.0,field_goal,3,33
239080,2014,ATL,CHI,4.0,2014-10-12,Half2,1129.0,punt,1,9
239104,2014,ATL,CHI,4.0,2014-10-12,Half2,553.0,no_play,14,-12
239105,2014,ATL,CHI,4.0,2014-10-12,Half2,545.0,punt,22,0
239111,2014,ATL,CHI,4.0,2014-10-12,Half2,327.0,punt,5,25
239116,2014,ATL,CHI,4.0,2014-10-12,Half2,228.0,pass,14,19
239121,2014,ATL,CHI,4.0,2014-10-12,Half2,164.0,punt,8,2
239127,2014,ATL,CHI,4.0,2014-10-12,Half2,90.0,pass,1,21
244362,2014,ATL,DET,4.0,2014-10-26,Half1,3094.0,punt,13,10
244386,2014,ATL,DET,4.0,2014-10-26,Half1,2569.0,punt,6,43
244390,2014,ATL,DET,4.0,2014-10-26,Half1,2479.0,punt,8,2
244394,2014,ATL,DET,4.0,2014-10-26,Half1,2416.0,punt,11,-1
244439,2014,ATL,DET,4.0,2014-10-26,Half2,1379.0,field_goal,4,76
244444,2014,ATL,DET,4.0,2014-10-26,Half2,1290.0,punt,14,-4
244464,2014,ATL,DET,4.0,2014-10-26,Half2,854.0,field_goal,2,5
244471,2014,ATL,DET,4.0,2014-10-26,Half2,693.0,punt,18,12
244499,2014,ATL,DET,4.0,2014-10-26,Half2,106.0,punt,10,40
254117,2014,ATL,CLE,4.0,2014-11-23,Half1,3471.0,punt,7,26
254124,2014,ATL,CLE,4.0,2014-11-23,Half1,3330.0,punt,8,13
254145,2014,ATL,CLE,4.0,2014-11-23,Half1,2831.0,no_play,1,47
254159,2014,ATL,CLE,4.0,2014-11-23,Half1,2602.0,field_goal,6,14
254169,2014,ATL,CLE,4.0,2014-11-23,Half1,2366.0,field_goal,6,21
254178,2014,ATL,CLE,4.0,2014-11-23,Half1,2156.0,punt,4,37
254218,2014,ATL,CLE,4.0,2014-11-23,Half2,1491.0,field_goal,14,66
254226,2014,ATL,CLE,4.0,2014-11-23,Half2,1303.0,no_play,15,5
254227,2014,ATL,CLE,4.0,2014-11-23,Half2,1251.0,punt,20,5
254271,2014,ATL,CLE,4.0,2014-11-23,Half2,226.0,punt,5,17
254284,2014,ATL,CLE,4.0,2014-11-23,Half2,49.0,field_goal,2,20
258751,2014,ATL,ARI,4.0,2014-11-30,Half1,3405.0,pass,1,71
258757,2014,ATL,ARI,4.0,2014-11-30,Half1,3355.0,punt,10,0
258763,2014,ATL,ARI,4.0,2014-11-30,Half1,3197.0,field_goal,2,30
258778,2014,ATL,ARI,4.0,2014-11-30,Half1,2924.0,punt,2,15
258796,2014,ATL,ARI,4.0,2014-11-30,Half1,2475.0,punt,2,34
258806,2014,ATL,ARI,4.0,2014-11-30,Half1,2207.0,punt,6,4
258815,2014,ATL,ARI,4.0,2014-11-30,Half1,1967.0,field_goal,13,54
258841,2014,ATL,ARI,4.0,2014-11-30,Half2,1569.0,punt,5,20
258852,2014,ATL,ARI,4.0,2014-11-30,Half2,1277.0,field_goal,3,85
258860,2014,ATL,ARI,4.0,2014-11-30,Half2,1072.0,punt,2,34
258870,2014,ATL,ARI,4.0,2014-11-30,Half2,762.0,field_goal,1,59
258875,2014,ATL,ARI,4.0,2014-11-30,Half2,697.0,punt,4,6
258879,2014,ATL,ARI,4.0,2014-11-30,Half2,561.0,no_play,1,4
258880,2014,ATL,ARI,4.0,2014-11-30,Half2,550.0,punt,6,4
258893,2014,ATL,ARI,4.0,2014-11-30,Half2,218.0,no_play,1,38
258899,2014,ATL,ARI,4.0,2014-11-30,Half2,154.0,field_goal,4,44
262452,2014,ATL,PIT,4.0,2014-12-14,Half1,3254.0,field_goal,5,60
262462,2014,ATL,PIT,4.0,2014-12-14,Half1,3011.0,punt,8,36
262471,2014,ATL,PIT,4.0,2014-12-14,Half1,2707.0,field_goal,7,72
262482,2014,ATL,PIT,4.0,2014-12-14,Half1,2503.0,punt,6,15
262486,2014,ATL,PIT,4.0,2014-12-14,Half1,2409.0,no_play,2,3
262487,2014,ATL,PIT,4.0,2014-12-14,Half1,2396.0,punt,7,3
262532,2014,ATL,PIT,4.0,2014-12-14,Half2,1564.0,field_goal,2,70
262538,2014,ATL,PIT,4.0,2014-12-14,Half2,1434.0,punt,16,5
262551,2014,ATL,PIT,4.0,2014-12-14,Half2,1065.0,field_goal,3,75
262582,2014,ATL,PIT,4.0,2014-12-14,Half2,391.0,punt,9,29
262586,2014,ATL,PIT,4.0,2014-12-14,Half2,290.0,punt,2,8
267967,2014,ATL,CAR,4.0,2014-12-28,Half1,3175.0,field_goal,2,77
267977,2014,ATL,CAR,4.0,2014-12-28,Half1,2997.0,punt,7,38
268000,2014,ATL,CAR,4.0,2014-12-28,Half1,2441.0,field_goal,3,35
268005,2014,ATL,CAR,4.0,2014-12-28,Half1,2376.0,punt,1,9
268009,2014,ATL,CAR,4.0,2014-12-28,Half1,2291.0,punt,11,-1
268015,2014,ATL,CAR,4.0,2014-12-28,Half1,2134.0,punt,9,32
268032,2014,ATL,CAR,4.0,2014-12-28,Half1,1847.0,punt,6,25
268039,2014,ATL,CAR,4.0,2014-12-28,Half2,1711.0,punt,22,-12
268049,2014,ATL,CAR,4.0,2014-12-28,Half2,1429.0,field_goal,10,29
268054,2014,ATL,CAR,4.0,2014-12-28,Half2,1361.0,punt,3,7
268058,2014,ATL,CAR,4.0,2014-12-28,Half2,1259.0,punt,2,8
268075,2014,ATL,CAR,4.0,2014-12-28,Half2,923.0,no_play,5,58
268090,2014,ATL,CAR,4.0,2014-12-28,Half2,665.0,pass,18,47
268103,2014,ATL,CAR,4.0,2014-12-28,Half2,161.0,run,8,41
268108,2014,ATL,CAR,4.0,2014-12-28,Half2,110.0,pass,9,12
273195,2015,ATL,PHI,4.0,2015-09-14,Half1,3550.0,punt,6,4
273202,2015,ATL,PHI,4.0,2015-09-14,Half1,3360.0,field_goal,3,52
273207,2015,ATL,PHI,4.0,2015-09-14,Half1,3284.0,punt,10,0
273221,2015,ATL,PHI,4.0,2015-09-14,Half1,2994.0,punt,3,20
273225,2015,ATL,PHI,4.0,2015-09-14,Half1,2938.0,punt,15,-5
273232,2015,ATL,PHI,4.0,2015-09-14,Half1,2791.0,,9,11
273233,2015,ATL,PHI,4.0,2015-09-14,Half1,2791.0,punt,9,11
273255,2015,ATL,PHI,4.0,2015-09-14,Half1,2311.0,pass,1,64
273259,2015,ATL,PHI,4.0,2015-09-14,Half1,2243.0,field_goal,5,69
273264,2015,ATL,PHI,4.0,2015-09-14,Half1,2191.0,punt,3,7
273268,2015,ATL,PHI,4.0,2015-09-14,Half1,2117.0,punt,1,9
273281,2015,ATL,PHI,4.0,2015-09-14,Half1,1869.0,field_goal,7,25
273309,2015,ATL,PHI,4.0,2015-09-14,Half2,1499.0,punt,11,13
273345,2015,ATL,PHI,4.0,2015-09-14,Half2,654.0,field_goal,6,62
273359,2015,ATL,PHI,4.0,2015-09-14,Half2,393.0,field_goal,3,51
273371,2015,ATL,PHI,4.0,2015-09-14,Half2,152.0,field_goal,1,54
273378,2015,ATL,PHI,4.0,2015-09-14,Half2,120.0,punt,5,5
279923,2015,ATL,HOU,4.0,2015-10-04,Half1,3550.0,punt,8,2
279931,2015,ATL,HOU,4.0,2015-10-04,Half1,3324.0,run,1,10
279943,2015,ATL,HOU,4.0,2015-10-04,Half1,3068.0,punt,6,15
279966,2015,ATL,HOU,4.0,2015-10-04,Half1,2626.0,punt,10,0
279970,2015,ATL,HOU,4.0,2015-10-04,Half1,2569.0,punt,18,-8
279982,2015,ATL,HOU,4.0,2015-10-04,Half1,2382.0,punt,3,20
280001,2015,ATL,HOU,4.0,2015-10-04,Half1,1920.0,punt,3,7
280013,2015,ATL,HOU,4.0,2015-10-04,Half1,1817.0,field_goal,8,63
280023,2015,ATL,HOU,4.0,2015-10-04,Half2,1669.0,pass,3,48
280033,2015,ATL,HOU,4.0,2015-10-04,Half2,1465.0,punt,2,8
280063,2015,ATL,HOU,4.0,2015-10-04,Half2,729.0,punt,10,0
280082,2015,ATL,HOU,4.0,2015-10-04,Half2,283.0,punt,3,20
280098,2015,ATL,HOU,4.0,2015-10-04,Half2,120.0,punt,12,-2
280108,2015,ATL,HOU,4.0,2015-10-04,Half2,0.0,pass,17,38
282861,2015,ATL,WAS,4.0,2015-10-11,Half1,3474.0,punt,2,8
282872,2015,ATL,WAS,4.0,2015-10-11,Half1,3160.0,punt,8,19
282879,2015,ATL,WAS,4.0,2015-10-11,Half1,2951.0,punt,9,17
282890,2015,ATL,WAS,4.0,2015-10-11,Half1,2613.0,run,1,58
282908,2015,ATL,WAS,4.0,2015-10-11,Half1,2232.0,field_goal,9,56
282927,2015,ATL,WAS,4.0,2015-10-11,Half1,1911.0,punt,5,5
282935,2015,ATL,WAS,4.0,2015-10-11,Half1,1805.0,field_goal,1,25
282942,2015,ATL,WAS,4.0,2015-10-11,Half2,1668.0,pass,5,48
282946,2015,ATL,WAS,4.0,2015-10-11,Half2,1578.0,field_goal,8,50
282956,2015,ATL,WAS,4.0,2015-10-11,Half2,1306.0,field_goal,13,27
282962,2015,ATL,WAS,4.0,2015-10-11,Half2,1180.0,pass,6,26
282968,2015,ATL,WAS,4.0,2015-10-11,Half2,1018.0,field_goal,5,47
282973,2015,ATL,WAS,4.0,2015-10-11,Half2,959.0,punt,10,0
283005,2015,ATL,WAS,4.0,2015-10-11,Half2,162.0,field_goal,10,11
283016,2015,ATL,WAS,4.0,2015-10-11,Half2,51.0,pass,2,74
290855,2015,ATL,TB,4.0,2015-11-01,Half1,3308.0,run,1,68
290860,2015,ATL,TB,4.0,2015-11-01,Half1,3178.0,field_goal,3,71
290869,2015,ATL,TB,4.0,2015-11-01,Half1,2930.0,punt,7,32
290875,2015,ATL,TB,4.0,2015-11-01,Half1,2827.0,field_goal,9,1
290901,2015,ATL,TB,4.0,2015-11-01,Half1,2016.0,field_goal,3,73
290928,2015,ATL,TB,4.0,2015-11-01,Half2,1750.0,punt,9,1
290972,2015,ATL,TB,4.0,2015-11-01,Half2,737.0,punt,9,24
290980,2015,ATL,TB,4.0,2015-11-01,Half2,501.0,run,1,28
290987,2015,ATL,TB,4.0,2015-11-01,Half2,300.0,field_goal,4,77
290999,2015,ATL,TB,4.0,2015-11-01,Half2,120.0,pass,1,20
291028,2015,ATL,TB,4.0,2015-11-01,Overtime,477.0,no_play,4,68
291029,2015,ATL,TB,4.0,2015-11-01,Overtime,477.0,field_goal,9,68
291035,2015,ATL,TB,4.0,2015-11-01,Overtime,350.0,pass,7,22
297784,2015,ATL,IND,4.0,2015-11-22,Half1,3509.0,field_goal,5,5
297801,2015,ATL,IND,4.0,2015-11-22,Half1,3039.0,punt,1,20
297821,2015,ATL,IND,4.0,2015-11-22,Half1,2652.0,no_play,3,2
297822,2015,ATL,IND,4.0,2015-11-22,Half1,2603.0,punt,8,2
297859,2015,ATL,IND,4.0,2015-11-22,Half1,1839.0,punt,8,31
297881,2015,ATL,IND,4.0,2015-11-22,Half2,1349.0,punt,1,9
297888,2015,ATL,IND,4.0,2015-11-22,Half2,1226.0,punt,8,14
297910,2015,ATL,IND,4.0,2015-11-22,Half2,780.0,punt,6,4
297915,2015,ATL,IND,4.0,2015-11-22,Half2,623.0,punt,6,17
297923,2015,ATL,IND,4.0,2015-11-22,Half2,509.0,punt,8,20
297927,2015,ATL,IND,4.0,2015-11-22,Half2,412.0,punt,1,9
297931,2015,ATL,IND,4.0,2015-11-22,Half2,307.0,punt,4,6
297944,2015,ATL,IND,4.0,2015-11-22,Half2,57.0,field_goal,3,56
297953,2015,ATL,IND,4.0,2015-11-22,Half2,1.0,pass,3,21
300474,2015,ATL,MIN,4.0,2015-11-29,Half1,3458.0,punt,1,20
300478,2015,ATL,MIN,4.0,2015-11-29,Half1,3323.0,punt,1,9
300521,2015,ATL,MIN,4.0,2015-11-29,Half1,2178.0,field_goal,9,67
300529,2015,ATL,MIN,4.0,2015-11-29,Half1,2038.0,punt,5,20
300583,2015,ATL,MIN,4.0,2015-11-29,Half2,1013.0,field_goal,2,69
300590,2015,ATL,MIN,4.0,2015-11-29,Half2,900.0,punt,19,5
300607,2015,ATL,MIN,4.0,2015-11-29,Half2,389.0,field_goal,7,67
300612,2015,ATL,MIN,4.0,2015-11-29,Half2,279.0,pass,1,4
300629,2015,ATL,MIN,4.0,2015-11-29,Half2,98.0,no_play,2,79
312835,2015,ATL,CAR,4.0,2015-12-27,Half1,2477.0,punt,10,36
312844,2015,ATL,CAR,4.0,2015-12-27,Half1,2285.0,punt,12,47
312857,2015,ATL,CAR,4.0,2015-12-27,Half1,1912.0,,17,48
312858,2015,ATL,CAR,4.0,2015-12-27,Half1,1912.0,punt,17,48
312874,2015,ATL,CAR,4.0,2015-12-27,Half2,1407.0,field_goal,11,55
312883,2015,ATL,CAR,4.0,2015-12-27,Half2,1229.0,field_goal,9,52
312899,2015,ATL,CAR,4.0,2015-12-27,Half2,852.0,no_play,4,17
312911,2015,ATL,CAR,4.0,2015-12-27,Half2,484.0,field_goal,3,7
312924,2015,ATL,CAR,4.0,2015-12-27,Half2,148.0,field_goal,7,60
312931,2015,ATL,CAR,4.0,2015-12-27,Half2,113.0,pass,5,17
312937,2015,ATL,CAR,4.0,2015-12-27,Half2,95.0,field_goal,9,1
315950,2015,ATL,NO,4.0,2016-01-03,Half1,3462.0,punt,3,19
315962,2015,ATL,NO,4.0,2016-01-03,Half1,3108.0,field_goal,3,56
316005,2015,ATL,NO,4.0,2016-01-03,Half1,2244.0,field_goal,8,51
316013,2015,ATL,NO,4.0,2016-01-03,Half1,2015.0,pass,1,48
316043,2015,ATL,NO,4.0,2016-01-03,Half2,1546.0,punt,15,27
316056,2015,ATL,NO,4.0,2016-01-03,Half2,1234.0,field_goal,10,69
316095,2015,ATL,NO,4.0,2016-01-03,Half2,167.0,punt,18,56
316101,2015,ATL,NO,4.0,2016-01-03,Half2,115.0,punt,3,7
317032,2016,ATL,TB,4.0,2016-09-11,Half1,3484.0,punt,1,9
317040,2016,ATL,TB,4.0,2016-09-11,Half1,3297.0,field_goal,16,37
317046,2016,ATL,TB,4.0,2016-09-11,Half1,3133.0,field_goal,10,59
317051,2016,ATL,TB,4.0,2016-09-11,Half1,3046.0,punt,3,7
317055,2016,ATL,TB,4.0,2016-09-11,Half1,2965.0,punt,4,6
317087,2016,ATL,TB,4.0,2016-09-11,Half1,2223.0,punt,9,31
317091,2016,ATL,TB,4.0,2016-09-11,Half1,2108.0,punt,10,0
317101,2016,ATL,TB,4.0,2016-09-11,Half1,1910.0,field_goal,16,45
317133,2016,ATL,TB,4.0,2016-09-11,Half2,1416.0,punt,20,29
317148,2016,ATL,TB,4.0,2016-09-11,Half2,1128.0,pass,3,31
317159,2016,ATL,TB,4.0,2016-09-11,Half2,900.0,punt,2,8
317166,2016,ATL,TB,4.0,2016-09-11,Half2,701.0,punt,5,30
317170,2016,ATL,TB,4.0,2016-09-11,Half2,602.0,punt,6,4
317182,2016,ATL,TB,4.0,2016-09-11,Half2,299.0,field_goal,8,49
317196,2016,ATL,TB,4.0,2016-09-11,Half2,120.0,punt,2,33
