,season,home_team,away_team,down,game_date,game_half,game_seconds_remaining,play_type,ydstogo,ydsnet
4,2009,PIT,TEN,4.0,2009-09-10,Half1,3507.0,punt,8,2
8,2009,PIT,TEN,4.0,2009-09-10,Half1,3394.0,punt,8,2
14,2009,PIT,TEN,4.0,2009-09-10,Half1,3205.0,punt,21,2
20,2009,PIT,TEN,4.0,2009-09-10,Half1,3108.0,field_goal,7,70
24,2009,PIT,TEN,4.0,2009-09-10,Half1,3002.0,punt,16,-6
41,2009,PIT,TEN,4.0,2009-09-10,Half1,2593.0,punt,22,0
52,2009,PIT,TEN,4.0,2009-09-10,Half1,2245.0,punt,5,33
65,2009,PIT,TEN,4.0,2009-09-10,Half1,1942.0,field_goal,6,60
100,2009,PIT,TEN,4.0,2009-09-10,Half2,1512.0,punt,1,9
104,2009,PIT,TEN,4.0,2009-09-10,Half2,1389.0,punt,11,-1
111,2009,PIT,TEN,4.0,2009-09-10,Half2,1218.0,punt,10,11
119,2009,PIT,TEN,4.0,2009-09-10,Half2,1016.0,punt,11,19
124,2009,PIT,TEN,4.0,2009-09-10,Half2,900.0,punt,2,8
131,2009,PIT,TEN,4.0,2009-09-10,Half2,668.0,field_goal,3,36
145,2009,PIT,TEN,4.0,2009-09-10,Half2,182.0,no_play,1,56
146,2009,PIT,TEN,4.0,2009-09-10,Half2,180.0,field_goal,6,56
153,2009,PIT,TEN,4.0,2009-09-10,Half2,117.0,punt,10,12
191,2009,ATL,MIA,4.0,2009-09-13,Half1,3271.0,field_goal,6,47
199,2009,ATL,MIA,4.0,2009-09-13,Half1,3121.0,punt,18,-8
209,2009,ATL,MIA,4.0,2009-09-13,Half1,2776.0,punt,11,34
232,2009,ATL,MIA,4.0,2009-09-13,Half1,2131.0,punt,6,24
237,2009,ATL,MIA,4.0,2009-09-13,Half1,2047.0,punt,1,9
251,2009,ATL,MIA,4.0,2009-09-13,Half1,1836.0,field_goal,8,13
259,2009,ATL,MIA,4.0,2009-09-13,Half2,1709.0,punt,5,5
263,2009,ATL,MIA,4.0,2009-09-13,Half2,1620.0,punt,1,9
267,2009,ATL,MIA,4.0,2009-09-13,Half2,1507.0,punt,15,-5
271,2009,ATL,MIA,4.0,2009-09-13,Half2,1375.0,punt,6,4
298,2009,ATL,MIA,4.0,2009-09-13,Half2,745.0,field_goal,15,18
302,2009,ATL,MIA,4.0,2009-09-13,Half2,701.0,punt,5,5
310,2009,ATL,MIA,4.0,2009-09-13,Half2,458.0,field_goal,5,38
324,2009,ATL,MIA,4.0,2009-09-13,Half2,250.0,pass,4,67
343,2009,BAL,KC,4.0,2009-09-13,Half1,3527.0,punt,9,1
353,2009,BAL,KC,4.0,2009-09-13,Half1,3323.0,field_goal,12,54
360,2009,BAL,KC,4.0,2009-09-13,Half1,3240.0,punt,15,-5
379,2009,BAL,KC,4.0,2009-09-13,Half1,2755.0,punt,1,9
386,2009,BAL,KC,4.0,2009-09-13,Half1,2610.0,punt,3,7
390,2009,BAL,KC,4.0,2009-09-13,Half1,2500.0,punt,5,5
394,2009,BAL,KC,4.0,2009-09-13,Half1,2409.0,punt,3,7
409,2009,BAL,KC,4.0,2009-09-13,Half1,2034.0,field_goal,4,58
420,2009,BAL,KC,4.0,2009-09-13,Half1,1801.0,pass,9,41
455,2009,BAL,KC,4.0,2009-09-13,Half2,1000.0,no_play,1,4
456,2009,BAL,KC,4.0,2009-09-13,Half2,989.0,punt,6,4
462,2009,BAL,KC,4.0,2009-09-13,Half2,896.0,punt,10,11
469,2009,BAL,KC,4.0,2009-09-13,Half2,722.0,field_goal,11,55
507,2009,BAL,KC,4.0,2009-09-13,Half2,99.0,pass,18,-12
514,2009,BAL,KC,4.0,2009-09-13,Half2,36.0,run,1,9
536,2009,CAR,PHI,4.0,2009-09-13,Half1,3195.0,run,1,69
550,2009,CAR,PHI,4.0,2009-09-13,Half1,2923.0,punt,2,27
557,2009,CAR,PHI,4.0,2009-09-13,Half1,2753.0,field_goal,9,1
570,2009,CAR,PHI,4.0,2009-09-13,Half1,2474.0,punt,15,8
581,2009,CAR,PHI,4.0,2009-09-13,Half1,2276.0,punt,11,-1
606,2009,CAR,PHI,4.0,2009-09-13,Half1,1905.0,field_goal,4,56
616,2009,CAR,PHI,4.0,2009-09-13,Half1,1830.0,punt,7,33
644,2009,CAR,PHI,4.0,2009-09-13,Half2,1178.0,punt,5,16
648,2009,CAR,PHI,4.0,2009-09-13,Half2,1126.0,no_play,5,11
652,2009,CAR,PHI,4.0,2009-09-13,Half2,1089.0,punt,8,13
664,2009,CAR,PHI,4.0,2009-09-13,Half2,831.0,punt,26,-16
668,2009,CAR,PHI,4.0,2009-09-13,Half2,732.0,punt,6,4
674,2009,CAR,PHI,4.0,2009-09-13,Half2,644.0,pass,3,13
679,2009,CAR,PHI,4.0,2009-09-13,Half2,477.0,field_goal,14,9
688,2009,CAR,PHI,4.0,2009-09-13,Half2,264.0,pass,1,0
696,2009,CAR,PHI,4.0,2009-09-13,Half2,120.0,pass,1,35
704,2009,CAR,PHI,4.0,2009-09-13,Half2,39.0,run,1,51
713,2009,CIN,DEN,4.0,2009-09-13,Half1,3471.0,punt,9,23
722,2009,CIN,DEN,4.0,2009-09-13,Half1,3228.0,punt,10,41
726,2009,CIN,DEN,4.0,2009-09-13,Half1,3143.0,punt,5,5
731,2009,CIN,DEN,4.0,2009-09-13,Half1,3016.0,run,2,6
736,2009,CIN,DEN,4.0,2009-09-13,Half1,2811.0,run,2,6
740,2009,CIN,DEN,4.0,2009-09-13,Half1,2717.0,punt,11,-1
747,2009,CIN,DEN,4.0,2009-09-13,Half1,2622.0,punt,14,30
751,2009,CIN,DEN,4.0,2009-09-13,Half1,2530.0,punt,6,4
764,2009,CIN,DEN,4.0,2009-09-13,Half1,2119.0,punt,2,8
772,2009,CIN,DEN,4.0,2009-09-13,Half1,1915.0,punt,4,19
792,2009,CIN,DEN,4.0,2009-09-13,Half2,1668.0,punt,7,17
797,2009,CIN,DEN,4.0,2009-09-13,Half2,1515.0,punt,7,3
801,2009,CIN,DEN,4.0,2009-09-13,Half2,1413.0,punt,20,-10
810,2009,CIN,DEN,4.0,2009-09-13,Half2,1163.0,no_play,2,34
811,2009,CIN,DEN,4.0,2009-09-13,Half2,1163.0,punt,7,34
815,2009,CIN,DEN,4.0,2009-09-13,Half2,1061.0,punt,1,9
820,2009,CIN,DEN,4.0,2009-09-13,Half2,919.0,field_goal,5,34
827,2009,CIN,DEN,4.0,2009-09-13,Half2,812.0,punt,2,8
841,2009,CIN,DEN,4.0,2009-09-13,Half2,389.0,punt,23,23
872,2009,CLE,MIN,4.0,2009-09-13,Half1,3393.0,field_goal,8,31
877,2009,CLE,MIN,4.0,2009-09-13,Half1,3273.0,punt,10,0
882,2009,CLE,MIN,4.0,2009-09-13,Half1,3125.0,punt,14,-4
894,2009,CLE,MIN,4.0,2009-09-13,Half1,2706.0,field_goal,3,46
900,2009,CLE,MIN,4.0,2009-09-13,Half1,2591.0,punt,14,-4
916,2009,CLE,MIN,4.0,2009-09-13,Half1,2160.0,field_goal,2,73
921,2009,CLE,MIN,4.0,2009-09-13,Half1,2053.0,punt,1,9
926,2009,CLE,MIN,4.0,2009-09-13,Half1,1950.0,punt,5,5
932,2009,CLE,MIN,4.0,2009-09-13,Half1,1906.0,punt,6,4
937,2009,CLE,MIN,4.0,2009-09-13,Half1,1871.0,punt,2,8
984,2009,CLE,MIN,4.0,2009-09-13,Half2,803.0,punt,13,30
989,2009,CLE,MIN,4.0,2009-09-13,Half2,715.0,punt,6,16
1000,2009,CLE,MIN,4.0,2009-09-13,Half2,419.0,field_goal,18,14
1006,2009,CLE,MIN,4.0,2009-09-13,Half2,381.0,punt,7,3
1015,2009,CLE,MIN,4.0,2009-09-13,Half2,292.0,pass,10,17
1019,2009,CLE,MIN,4.0,2009-09-13,Half2,192.0,punt,9,1
1043,2009,HOU,NYJ,4.0,2009-09-13,Half1,3418.0,punt,12,18
1047,2009,HOU,NYJ,4.0,2009-09-13,Half1,3320.0,punt,5,5
1051,2009,HOU,NYJ,4.0,2009-09-13,Half1,3224.0,punt,7,3
1070,2009,HOU,NYJ,4.0,2009-09-13,Half1,2712.0,no_play,5,68
1078,2009,HOU,NYJ,4.0,2009-09-13,Half1,2609.0,punt,6,15
1083,2009,HOU,NYJ,4.0,2009-09-13,Half1,2554.0,punt,3,7
1111,2009,HOU,NYJ,4.0,2009-09-13,Half1,1871.0,punt,2,8
1116,2009,HOU,NYJ,4.0,2009-09-13,Half1,1802.0,pass,2,33
1137,2009,HOU,NYJ,4.0,2009-09-13,Half2,1295.0,punt,11,-1
1141,2009,HOU,NYJ,4.0,2009-09-13,Half2,1227.0,punt,7,3
1146,2009,HOU,NYJ,4.0,2009-09-13,Half2,1117.0,pass,2,35
1151,2009,HOU,NYJ,4.0,2009-09-13,Half2,962.0,punt,4,6
1159,2009,HOU,NYJ,4.0,2009-09-13,Half2,879.0,punt,23,9
1193,2009,HOU,NYJ,4.0,2009-09-13,Half2,120.0,run,1,61
1219,2009,IND,JAX,4.0,2009-09-13,Half1,2968.0,punt,5,37
1243,2009,IND,JAX,4.0,2009-09-13,Half1,2342.0,field_goal,6,59
1268,2009,IND,JAX,4.0,2009-09-13,Half1,1864.0,field_goal,6,41
1275,2009,IND,JAX,4.0,2009-09-13,Half1,1808.0,pass,1,9
1284,2009,IND,JAX,4.0,2009-09-13,Half2,1660.0,punt,6,27
1302,2009,IND,JAX,4.0,2009-09-13,Half2,1239.0,punt,5,5
1306,2009,IND,JAX,4.0,2009-09-13,Half2,1145.0,punt,1,9
1311,2009,IND,JAX,4.0,2009-09-13,Half2,1088.0,punt,12,-2
1315,2009,IND,JAX,4.0,2009-09-13,Half2,1002.0,field_goal,10,0
1328,2009,IND,JAX,4.0,2009-09-13,Half2,672.0,run,2,58
1338,2009,IND,JAX,4.0,2009-09-13,Half2,428.0,punt,2,36
1342,2009,IND,JAX,4.0,2009-09-13,Half2,325.0,punt,1,9
1350,2009,IND,JAX,4.0,2009-09-13,Half2,126.0,run,1,32
1354,2009,IND,JAX,4.0,2009-09-13,Half2,83.0,pass,8,2
1371,2009,NO,DET,4.0,2009-09-13,Half1,3351.0,punt,5,5
1385,2009,NO,DET,4.0,2009-09-13,Half1,3018.0,field_goal,5,51
1391,2009,NO,DET,4.0,2009-09-13,Half1,2929.0,punt,3,7
1395,2009,NO,DET,4.0,2009-09-13,Half1,2881.0,punt,9,1
1399,2009,NO,DET,4.0,2009-09-13,Half1,2785.0,punt,3,7
1405,2009,NO,DET,4.0,2009-09-13,Half1,2651.0,run,1,13
1418,2009,NO,DET,4.0,2009-09-13,Half1,2343.0,punt,4,6
1438,2009,NO,DET,4.0,2009-09-13,Half1,1948.0,punt,17,4
1452,2009,NO,DET,4.0,2009-09-13,Half1,1850.0,punt,5,6
1484,2009,NO,DET,4.0,2009-09-13,Half2,1275.0,field_goal,2,64
1492,2009,NO,DET,4.0,2009-09-13,Half2,1106.0,field_goal,6,6
1526,2009,NO,DET,4.0,2009-09-13,Half2,378.0,pass,1,33
1552,2009,TB,DAL,4.0,2009-09-13,Half1,3282.0,field_goal,17,31
1563,2009,TB,DAL,4.0,2009-09-13,Half1,2979.0,field_goal,10,60
1570,2009,TB,DAL,4.0,2009-09-13,Half1,2787.0,field_goal,4,44
1591,2009,TB,DAL,4.0,2009-09-13,Half1,2332.0,punt,7,26
1596,2009,TB,DAL,4.0,2009-09-13,Half1,2203.0,punt,6,34
1600,2009,TB,DAL,4.0,2009-09-13,Half1,2115.0,no_play,2,13
1609,2009,TB,DAL,4.0,2009-09-13,Half1,1935.0,punt,19,26
1614,2009,TB,DAL,4.0,2009-09-13,Half1,1868.0,punt,6,4
1632,2009,TB,DAL,4.0,2009-09-13,Half2,1668.0,punt,5,21
1641,2009,TB,DAL,4.0,2009-09-13,Half2,1469.0,punt,2,8
1645,2009,TB,DAL,4.0,2009-09-13,Half2,1366.0,punt,5,5
1649,2009,TB,DAL,4.0,2009-09-13,Half2,1271.0,punt,6,4
1656,2009,TB,DAL,4.0,2009-09-13,Half2,1128.0,punt,10,26
1686,2009,TB,DAL,4.0,2009-09-13,Half2,464.0,pass,7,43
1707,2009,TB,DAL,4.0,2009-09-13,Half2,91.0,pass,2,72
1720,2009,ARI,SF,4.0,2009-09-13,Half1,3467.0,punt,4,15
1724,2009,ARI,SF,4.0,2009-09-13,Half1,3337.0,punt,2,8
1735,2009,ARI,SF,4.0,2009-09-13,Half1,3034.0,field_goal,6,17
1741,2009,ARI,SF,4.0,2009-09-13,Half1,2936.0,punt,4,6
1747,2009,ARI,SF,4.0,2009-09-13,Half1,2788.0,field_goal,18,12
1757,2009,ARI,SF,4.0,2009-09-13,Half1,2648.0,field_goal,8,52
1766,2009,ARI,SF,4.0,2009-09-13,Half1,2431.0,punt,2,27
1771,2009,ARI,SF,4.0,2009-09-13,Half1,2311.0,punt,7,3
1775,2009,ARI,SF,4.0,2009-09-13,Half1,2228.0,punt,1,9
1779,2009,ARI,SF,4.0,2009-09-13,Half1,2136.0,no_play,2,3
1780,2009,ARI,SF,4.0,2009-09-13,Half1,2136.0,punt,7,3
1809,2009,ARI,SF,4.0,2009-09-13,Half2,1719.0,punt,6,4
1816,2009,ARI,SF,4.0,2009-09-13,Half2,1538.0,punt,10,11
1820,2009,ARI,SF,4.0,2009-09-13,Half2,1408.0,punt,5,5
1834,2009,ARI,SF,4.0,2009-09-13,Half2,1106.0,punt,15,-5
1846,2009,ARI,SF,4.0,2009-09-13,Half2,897.0,field_goal,9,36
1873,2009,ARI,SF,4.0,2009-09-13,Half2,342.0,punt,5,18
1877,2009,ARI,SF,4.0,2009-09-13,Half2,206.0,punt,11,-1
1884,2009,ARI,SF,4.0,2009-09-13,Half2,115.0,pass,5,5
1890,2009,ARI,SF,4.0,2009-09-13,Half2,56.0,punt,4,6
1910,2009,NYG,WAS,4.0,2009-09-13,Half1,3165.0,field_goal,1,67
1916,2009,NYG,WAS,4.0,2009-09-13,Half1,3004.0,punt,11,33
1928,2009,NYG,WAS,4.0,2009-09-13,Half1,2700.0,run,1,77
1932,2009,NYG,WAS,4.0,2009-09-13,Half1,2609.0,punt,7,3
1967,2009,NYG,WAS,4.0,2009-09-13,Half1,1833.0,run,8,77
1982,2009,NYG,WAS,4.0,2009-09-13,Half2,1502.0,punt,2,37
1987,2009,NYG,WAS,4.0,2009-09-13,Half2,1363.0,punt,6,15
1995,2009,NYG,WAS,4.0,2009-09-13,Half2,1135.0,punt,10,11
2002,2009,NYG,WAS,4.0,2009-09-13,Half2,956.0,field_goal,8,2
2015,2009,NYG,WAS,4.0,2009-09-13,Half2,668.0,field_goal,3,44
2020,2009,NYG,WAS,4.0,2009-09-13,Half2,570.0,punt,5,5
2033,2009,NYG,WAS,4.0,2009-09-13,Half2,202.0,field_goal,7,66
2058,2009,SEA,LAR,4.0,2009-09-13,Half1,3476.0,punt,9,1
2062,2009,SEA,LAR,4.0,2009-09-13,Half1,3403.0,punt,3,7
2068,2009,SEA,LAR,4.0,2009-09-13,Half1,3199.0,punt,12,9
2077,2009,SEA,LAR,4.0,2009-09-13,Half1,3104.0,punt,7,3
2100,2009,SEA,LAR,4.0,2009-09-13,Half1,2525.0,field_goal,11,48
2119,2009,SEA,LAR,4.0,2009-09-13,Half1,2062.0,punt,22,-12
2130,2009,SEA,LAR,4.0,2009-09-13,Half1,1859.0,no_play,5,69
2145,2009,SEA,LAR,4.0,2009-09-13,Half2,1642.0,punt,1,21
2153,2009,SEA,LAR,4.0,2009-09-13,Half2,1451.0,punt,10,20
2166,2009,SEA,LAR,4.0,2009-09-13,Half2,1144.0,punt,9,1
2176,2009,SEA,LAR,4.0,2009-09-13,Half2,907.0,punt,6,20
2186,2009,SEA,LAR,4.0,2009-09-13,Half2,571.0,punt,8,36
2190,2009,SEA,LAR,4.0,2009-09-13,Half2,486.0,punt,15,-5
2197,2009,SEA,LAR,4.0,2009-09-13,Half2,271.0,punt,3,20
2206,2009,SEA,LAR,4.0,2009-09-13,Half2,130.0,pass,7,81
2213,2009,SEA,LAR,4.0,2009-09-13,Half2,99.0,punt,2,8
2227,2009,GB,CHI,4.0,2009-09-13,Half1,3404.0,field_goal,8,20
2231,2009,GB,CHI,4.0,2009-09-13,Half1,3354.0,punt,8,2
2239,2009,GB,CHI,4.0,2009-09-13,Half1,3146.0,punt,12,32
2252,2009,GB,CHI,4.0,2009-09-13,Half1,2869.0,punt,5,5
2256,2009,GB,CHI,4.0,2009-09-13,Half1,2770.0,punt,3,7
2261,2009,GB,CHI,4.0,2009-09-13,Half1,2700.0,punt,9,1
2265,2009,GB,CHI,4.0,2009-09-13,Half1,2602.0,punt,3,7
2275,2009,GB,CHI,4.0,2009-09-13,Half1,2302.0,field_goal,11,44
2299,2009,GB,CHI,4.0,2009-09-13,Half1,1912.0,punt,2,19
2303,2009,GB,CHI,4.0,2009-09-13,Half1,1854.0,punt,5,5
2308,2009,GB,CHI,4.0,2009-09-13,Half1,1804.0,pass,14,10
2319,2009,GB,CHI,4.0,2009-09-13,Half2,1560.0,run,1,43
2327,2009,GB,CHI,4.0,2009-09-13,Half2,1431.0,punt,19,2
2336,2009,GB,CHI,4.0,2009-09-13,Half2,1135.0,field_goal,21,35
2346,2009,GB,CHI,4.0,2009-09-13,Half2,900.0,no_play,9,16
2347,2009,GB,CHI,4.0,2009-09-13,Half2,890.0,punt,19,0
2352,2009,GB,CHI,4.0,2009-09-13,Half2,763.0,run,11,3
2357,2009,GB,CHI,4.0,2009-09-13,Half2,614.0,field_goal,1,9
2374,2009,GB,CHI,4.0,2009-09-13,Half2,158.0,field_goal,3,69
2393,2009,NE,BUF,4.0,2009-09-14,Half1,3519.0,run,1,9
2398,2009,NE,BUF,4.0,2009-09-14,Half1,3445.0,punt,12,-2
2411,2009,NE,BUF,4.0,2009-09-14,Half1,3082.0,field_goal,2,59
2425,2009,NE,BUF,4.0,2009-09-14,Half1,2797.0,punt,16,-6
2432,2009,NE,BUF,4.0,2009-09-14,Half1,2621.0,punt,5,17
2456,2009,NE,BUF,4.0,2009-09-14,Half1,2028.0,punt,10,17
2471,2009,NE,BUF,4.0,2009-09-14,Half1,1805.0,field_goal,2,68
2480,2009,NE,BUF,4.0,2009-09-14,Half2,1683.0,punt,3,27
2493,2009,NE,BUF,4.0,2009-09-14,Half2,1260.0,pass,2,61
2500,2009,NE,BUF,4.0,2009-09-14,Half2,1057.0,field_goal,4,42
2514,2009,NE,BUF,4.0,2009-09-14,Half2,707.0,field_goal,5,66
2558,2009,NE,BUF,4.0,2009-09-14,Half2,1.0,pass,20,35
2573,2009,OAK,LAC,4.0,2009-09-14,Half1,3271.0,punt,4,6
2618,2009,OAK,LAC,4.0,2009-09-14,Half1,2030.0,punt,5,5
2623,2009,OAK,LAC,4.0,2009-09-14,Half1,1954.0,punt,10,0
2636,2009,OAK,LAC,4.0,2009-09-14,Half1,1843.0,field_goal,5,45
2660,2009,OAK,LAC,4.0,2009-09-14,Half2,1462.0,punt,11,-1
2665,2009,OAK,LAC,4.0,2009-09-14,Half2,1398.0,punt,18,-8
2669,2009,OAK,LAC,4.0,2009-09-14,Half2,1301.0,punt,5,5
2679,2009,OAK,LAC,4.0,2009-09-14,Half2,1158.0,punt,23,0
2683,2009,OAK,LAC,4.0,2009-09-14,Half2,1096.0,punt,6,4
2687,2009,OAK,LAC,4.0,2009-09-14,Half2,1011.0,punt,13,-3
2695,2009,OAK,LAC,4.0,2009-09-14,Half2,822.0,field_goal,6,51
2724,2009,OAK,LAC,4.0,2009-09-14,Half2,161.0,pass,14,71
2755,2009,ATL,CAR,4.0,2009-09-20,Half1,3293.0,field_goal,7,60
2762,2009,ATL,CAR,4.0,2009-09-20,Half1,3160.0,punt,7,13
2766,2009,ATL,CAR,4.0,2009-09-20,Half1,3102.0,punt,9,1
2779,2009,ATL,CAR,4.0,2009-09-20,Half1,2806.0,punt,16,11
2819,2009,ATL,CAR,4.0,2009-09-20,Half1,1914.0,field_goal,10,48
2849,2009,ATL,CAR,4.0,2009-09-20,Half2,1436.0,run,1,67
2864,2009,ATL,CAR,4.0,2009-09-20,Half2,973.0,run,1,27
2892,2009,ATL,CAR,4.0,2009-09-20,Half2,346.0,punt,9,1
2903,2009,ATL,CAR,4.0,2009-09-20,Half2,164.0,pass,10,51
2914,2009,ATL,CAR,4.0,2009-09-20,Half2,41.0,punt,1,19
2937,2009,DET,MIN,4.0,2009-09-20,Half1,3126.0,run,1,35
2941,2009,DET,MIN,4.0,2009-09-20,Half1,3009.0,field_goal,5,40
2946,2009,DET,MIN,4.0,2009-09-20,Half1,2891.0,punt,5,5
2957,2009,DET,MIN,4.0,2009-09-20,Half1,2578.0,punt,2,8
2961,2009,DET,MIN,4.0,2009-09-20,Half1,2487.0,punt,1,9
2965,2009,DET,MIN,4.0,2009-09-20,Half1,2408.0,punt,14,-4
3001,2009,DET,MIN,4.0,2009-09-20,Half2,1686.0,punt,21,-11
3013,2009,DET,MIN,4.0,2009-09-20,Half2,1422.0,field_goal,5,39
3025,2009,DET,MIN,4.0,2009-09-20,Half2,1207.0,punt,2,21
3029,2009,DET,MIN,4.0,2009-09-20,Half2,1092.0,punt,19,-9
3035,2009,DET,MIN,4.0,2009-09-20,Half2,949.0,punt,1,21
3047,2009,DET,MIN,4.0,2009-09-20,Half2,601.0,field_goal,1,55
3066,2009,DET,MIN,4.0,2009-09-20,Half2,267.0,pass,7,28
3074,2009,DET,MIN,4.0,2009-09-20,Half2,162.0,field_goal,6,44
3082,2009,DET,MIN,4.0,2009-09-20,Half2,138.0,pass,2,22
3095,2009,GB,CIN,4.0,2009-09-20,Half1,3483.0,punt,9,15
3134,2009,GB,CIN,4.0,2009-09-20,Half1,2633.0,no_play,19,19
3138,2009,GB,CIN,4.0,2009-09-20,Half1,2514.0,no_play,2,3
3139,2009,GB,CIN,4.0,2009-09-20,Half1,2502.0,punt,7,3
3151,2009,GB,CIN,4.0,2009-09-20,Half1,2322.0,no_play,20,-15
3152,2009,GB,CIN,4.0,2009-09-20,Half1,2322.0,punt,25,-15
3182,2009,GB,CIN,4.0,2009-09-20,Half1,1803.0,field_goal,13,39
3190,2009,GB,CIN,4.0,2009-09-20,Half2,1614.0,punt,2,20
3225,2009,GB,CIN,4.0,2009-09-20,Half2,717.0,punt,16,36
3230,2009,GB,CIN,4.0,2009-09-20,Half2,581.0,punt,1,9
3235,2009,GB,CIN,4.0,2009-09-20,Half2,488.0,punt,15,12
3244,2009,GB,CIN,4.0,2009-09-20,Half2,320.0,,1,31
3245,2009,GB,CIN,4.0,2009-09-20,Half2,249.0,punt,1,31
3249,2009,GB,CIN,4.0,2009-09-20,Half2,172.0,punt,12,-2
3255,2009,GB,CIN,4.0,2009-09-20,Half2,120.0,field_goal,4,6
3294,2009,JAX,ARI,4.0,2009-09-20,Half1,2985.0,field_goal,3,62
3304,2009,JAX,ARI,4.0,2009-09-20,Half1,2703.0,field_goal,4,53
3312,2009,JAX,ARI,4.0,2009-09-20,Half1,2597.0,punt,13,-3
3316,2009,JAX,ARI,4.0,2009-09-20,Half1,2511.0,no_play,12,-2
3325,2009,JAX,ARI,4.0,2009-09-20,Half1,2314.0,punt,3,19
3332,2009,JAX,ARI,4.0,2009-09-20,Half1,2109.0,pass,1,30
3356,2009,JAX,ARI,4.0,2009-09-20,Half1,1834.0,punt,2,8
3364,2009,JAX,ARI,4.0,2009-09-20,Half2,1714.0,punt,7,22
3374,2009,JAX,ARI,4.0,2009-09-20,Half2,1515.0,field_goal,11,38
3407,2009,JAX,ARI,4.0,2009-09-20,Half2,748.0,punt,12,19
3421,2009,JAX,ARI,4.0,2009-09-20,Half2,439.0,pass,10,85
3427,2009,JAX,ARI,4.0,2009-09-20,Half2,378.0,punt,10,0
3433,2009,JAX,ARI,4.0,2009-09-20,Half2,269.0,pass,13,31
3441,2009,JAX,ARI,4.0,2009-09-20,Half2,235.0,no_play,1,21
3442,2009,JAX,ARI,4.0,2009-09-20,Half2,179.0,punt,6,21
3457,2009,KC,OAK,4.0,2009-09-20,Half1,3560.0,punt,6,4
3462,2009,KC,OAK,4.0,2009-09-20,Half1,3459.0,punt,7,19
3466,2009,KC,OAK,4.0,2009-09-20,Half1,3399.0,punt,9,1
3478,2009,KC,OAK,4.0,2009-09-20,Half1,3081.0,run,2,43
3486,2009,KC,OAK,4.0,2009-09-20,Half1,2823.0,field_goal,1,74
3492,2009,KC,OAK,4.0,2009-09-20,Half1,2749.0,punt,17,-7
3501,2009,KC,OAK,4.0,2009-09-20,Half1,2506.0,punt,5,18
3516,2009,KC,OAK,4.0,2009-09-20,Half1,2131.0,field_goal,14,58
3523,2009,KC,OAK,4.0,2009-09-20,Half1,2011.0,punt,3,19
3527,2009,KC,OAK,4.0,2009-09-20,Half1,1959.0,punt,5,5
3537,2009,KC,OAK,4.0,2009-09-20,Half1,1844.0,run,1,47
3558,2009,KC,OAK,4.0,2009-09-20,Half2,1418.0,field_goal,9,13
3567,2009,KC,OAK,4.0,2009-09-20,Half2,1252.0,punt,13,25
3571,2009,KC,OAK,4.0,2009-09-20,Half2,1161.0,punt,7,3
3586,2009,KC,OAK,4.0,2009-09-20,Half2,767.0,punt,4,6
3592,2009,KC,OAK,4.0,2009-09-20,Half2,572.0,punt,7,20
3597,2009,KC,OAK,4.0,2009-09-20,Half2,433.0,punt,3,17
3629,2009,KC,OAK,4.0,2009-09-20,Half2,36.0,pass,4,6
3644,2009,NYJ,NE,4.0,2009-09-20,Half1,3414.0,punt,7,43
3650,2009,NYJ,NE,4.0,2009-09-20,Half1,3289.0,punt,24,-14
3654,2009,NYJ,NE,4.0,2009-09-20,Half1,3235.0,punt,5,5
3661,2009,NYJ,NE,4.0,2009-09-20,Half1,3113.0,field_goal,20,-10
3666,2009,NYJ,NE,4.0,2009-09-20,Half1,3021.0,punt,3,7
3677,2009,NYJ,NE,4.0,2009-09-20,Half1,2713.0,punt,4,6
3688,2009,NYJ,NE,4.0,2009-09-20,Half1,2494.0,field_goal,5,53
3699,2009,NYJ,NE,4.0,2009-09-20,Half1,2164.0,field_goal,10,52
3718,2009,NYJ,NE,4.0,2009-09-20,Half1,1821.0,field_goal,3,79
3732,2009,NYJ,NE,4.0,2009-09-20,Half2,1651.0,punt,10,0
3743,2009,NYJ,NE,4.0,2009-09-20,Half2,1406.0,field_goal,6,49
3755,2009,NYJ,NE,4.0,2009-09-20,Half2,1106.0,no_play,19,18
3756,2009,NYJ,NE,4.0,2009-09-20,Half2,1089.0,punt,34,18
3774,2009,NYJ,NE,4.0,2009-09-20,Half2,594.0,field_goal,8,63
3782,2009,NYJ,NE,4.0,2009-09-20,Half2,425.0,no_play,2,17
3783,2009,NYJ,NE,4.0,2009-09-20,Half2,413.0,punt,7,17
3787,2009,NYJ,NE,4.0,2009-09-20,Half2,310.0,punt,3,7
3795,2009,NYJ,NE,4.0,2009-09-20,Half2,229.0,punt,11,14
3804,2009,NYJ,NE,4.0,2009-09-20,Half2,120.0,punt,12,17
3809,2009,NYJ,NE,4.0,2009-09-20,Half2,66.0,pass,10,18
3833,2009,PHI,NO,4.0,2009-09-20,Half1,3186.0,punt,4,6
3840,2009,PHI,NO,4.0,2009-09-20,Half1,3034.0,no_play,11,7
3841,2009,PHI,NO,4.0,2009-09-20,Half1,3022.0,punt,16,7
3851,2009,PHI,NO,4.0,2009-09-20,Half1,2819.0,field_goal,5,48
3856,2009,PHI,NO,4.0,2009-09-20,Half1,2765.0,punt,5,5
3885,2009,PHI,NO,4.0,2009-09-20,Half1,1962.0,field_goal,5,68
3892,2009,PHI,NO,4.0,2009-09-20,Half1,1917.0,punt,2,8
